
---------- Begin Simulation Statistics ----------
simSeconds                                   0.429693                       # Number of seconds simulated (Second)
simTicks                                 429692708500                       # Number of ticks simulated (Tick)
finalTick                                429692708500                       # Number of ticks from beginning of simulation (restored from checkpoints and never reset) (Tick)
simFreq                                  1000000000000                       # The number of ticks per simulated second ((Tick/Second))
hostSeconds                                   3445.35                       # Real time elapsed on the host (Second)
hostTickRate                                124716588                       # The number of ticks simulated per host second (ticks/s) ((Tick/Second))
hostMemory                                    8939400                       # Number of bytes of host memory used (Byte)
simInsts                                   1000000000                       # Number of instructions simulated (Count)
simOps                                     1000003172                       # Number of ops (including micro ops) simulated (Count)
hostInstRate                                   290246                       # Simulator instruction rate (inst/s) ((Count/Second))
hostOpRate                                     290247                       # Simulator op (including micro ops) rate (op/s) ((Count/Second))
system.clk_domain.clock                          1000                       # Clock period in ticks (Tick)
system.cpu.numCycles                        859385461                       # Number of cpu cycles simulated (Cycle)
system.cpu.cpi                               0.859385                       # CPI: cycles per instruction (core level) ((Cycle/Count))
system.cpu.ipc                               1.163622                       # IPC: instructions per cycle (core level) ((Count/Cycle))
system.cpu.numWorkItemsStarted                      0                       # Number of work items this cpu started (Count)
system.cpu.numWorkItemsCompleted                    0                       # Number of work items this cpu completed (Count)
system.cpu.instsAdded                      1238692223                       # Number of instructions added to the IQ (excludes non-spec) (Count)
system.cpu.nonSpecInstsAdded                    20348                       # Number of non-speculative instructions added to the IQ (Count)
system.cpu.instsIssued                     1184697177                       # Number of instructions issued (Count)
system.cpu.squashedInstsIssued               10198887                       # Number of squashed instructions issued (Count)
system.cpu.squashedInstsExamined            238709290                       # Number of squashed instructions iterated over during squash; mainly for profiling (Count)
system.cpu.squashedOperandsExamined         137630112                       # Number of squashed operands that are examined and possibly removed from graph (Count)
system.cpu.squashedNonSpecRemoved               11622                       # Number of squashed non-spec instructions that were removed (Count)
system.cpu.numIssuedDist::samples           848909529                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::mean               1.395552                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::stdev              1.397598                       # Number of insts issued each cycle (Count)
system.cpu.fetch.nisnDist::3                 88488419     10.42%     70.42% # Number of instructions fetched each cycle (Total) (Count)
system.cpu.fetch.nisnDist::4                251116823     29.58%    100.00% # Number of instructions fetched each cycle (Total) (Count)
system.cpu.fetch.nisnDist::overflows                0      0.00%    100.00% # Number of instructions fetched each cycle (Total) (Count)
system.cpu.fetch.nisnDist::min_value                0                       # Number of instructions fetched each cycle (Total) (Count)
system.cpu.fetch.nisnDist::max_value                4                       # Number of instructions fetched each cycle (Total) (Count)
system.cpu.fetch.nisnDist::total            848909529                       # Number of instructions fetched each cycle (Total) (Count)
system.cpu.fetchStats0.numInsts            1458364672                       # Number of instructions fetched (thread level) (Count)
system.cpu.fetchStats0.numOps                       0                       # Number of ops (including micro ops) fetched (thread level) (Count)
system.cpu.fetchStats0.fetchRate             1.696986                       # Number of inst fetches per cycle ((Count/Cycle))
system.cpu.fetchStats0.numBranches          303044244                       # Number of branches fetched (Count)
system.cpu.fetchStats0.branchRate            0.352629                       # Number of branch fetches per cycle (Ratio)
system.cpu.fetchStats0.icacheStallCycles    283474612                       # ICache total stall cycles (Cycle)
system.cpu.fetchStats0.numFetchSuspends             0                       # Number of times Execute suspended instruction fetching (Count)
system.cpu.icache.demandHits::cpu.inst      153708703                       # number of demand (read+write) hits (Count)
system.cpu.icache.demandHits::total         153708703                       # number of demand (read+write) hits (Count)
system.cpu.icache.overallHits::cpu.inst     153708703                       # number of overall hits (Count)
system.cpu.icache.overallHits::total        153708703                       # number of overall hits (Count)
system.cpu.icache.demandMisses::cpu.inst      6260698                       # number of demand (read+write) misses (Count)
system.cpu.icache.demandMisses::total         6260698                       # number of demand (read+write) misses (Count)
system.cpu.icache.overallMisses::cpu.inst      6260698                       # number of overall misses (Count)
system.cpu.icache.overallMisses::total        6260698                       # number of overall misses (Count)
system.cpu.icache.demandMissLatency::cpu.inst  78752452999                       # number of demand (read+write) miss ticks (Tick)
system.cpu.icache.demandMissLatency::total  78752452999                       # number of demand (read+write) miss ticks (Tick)
system.cpu.icache.overallMissLatency::cpu.inst  78752452999                       # number of overall miss ticks (Tick)
system.cpu.icache.overallMissLatency::total  78752452999                       # number of overall miss ticks (Tick)
system.cpu.icache.demandAccesses::cpu.inst    159969401                       # number of demand (read+write) accesses (Count)
system.cpu.icache.demandAccesses::total     159969401                       # number of demand (read+write) accesses (Count)
system.cpu.icache.overallAccesses::cpu.inst    159969401                       # number of overall (read+write) accesses (Count)
system.cpu.icache.overallAccesses::total    159969401                       # number of overall (read+write) accesses (Count)
system.cpu.icache.demandMissRate::cpu.inst     0.039137                       # miss rate for demand accesses (Ratio)
system.cpu.icache.demandMissRate::total      0.039137                       # miss rate for demand accesses (Ratio)
system.cpu.icache.overallMissRate::cpu.inst     0.039137                       # miss rate for overall accesses (Ratio)
system.cpu.icache.overallMissRate::total     0.039137                       # miss rate for overall accesses (Ratio)
system.cpu.icache.demandAvgMissLatency::cpu.inst 12578.861494                       # average overall miss latency in ticks ((Tick/Count))
system.cpu.icache.demandAvgMissLatency::total 12578.861494                       # average overall miss latency in ticks ((Tick/Count))
system.cpu.icache.overallAvgMissLatency::cpu.inst 12578.861494                       # average overall miss latency ((Tick/Count))
system.cpu.icache.overallAvgMissLatency::total 12578.861494                       # average overall miss latency ((Tick/Count))
system.cpu.icache.blockedCycles::no_mshrs          848                       # number of cycles access was blocked (Cycle)
system.cpu.icache.blockedCycles::no_targets            0                       # number of cycles access was blocked (Cycle)
system.cpu.icache.blockedCauses::no_mshrs           28                       # number of times access was blocked (Count)
system.cpu.icache.blockedCauses::no_targets            0                       # number of times access was blocked (Count)
system.cpu.icache.avgBlocked::no_mshrs      30.285714                       # average number of cycles each access was blocked ((Cycle/Count))
system.cpu.icache.avgBlocked::no_targets          nan                       # average number of cycles each access was blocked ((Cycle/Count))
system.cpu.icache.writebacks::writebacks      5728438                       # number of writebacks (Count)
system.cpu.icache.writebacks::total           5728438                       # number of writebacks (Count)
system.cpu.icache.demandMshrHits::cpu.inst       531573                       # number of demand (read+write) MSHR hits (Count)
system.cpu.icache.demandMshrHits::total        531573                       # number of demand (read+write) MSHR hits (Count)
system.cpu.icache.overallMshrHits::cpu.inst       531573                       # number of overall MSHR hits (Count)
system.cpu.icache.overallMshrHits::total       531573                       # number of overall MSHR hits (Count)
system.cpu.icache.demandMshrMisses::cpu.inst      5729125                       # number of demand (read+write) MSHR misses (Count)
system.cpu.icache.demandMshrMisses::total      5729125                       # number of demand (read+write) MSHR misses (Count)
system.cpu.icache.overallMshrMisses::cpu.inst      5729125                       # number of overall MSHR misses (Count)
system.cpu.icache.overallMshrMisses::total      5729125                       # number of overall MSHR misses (Count)
system.cpu.icache.demandMshrMissLatency::cpu.inst  69414503500                       # number of demand (read+write) MSHR miss ticks (Tick)
system.cpu.icache.demandMshrMissLatency::total  69414503500                       # number of demand (read+write) MSHR miss ticks (Tick)
system.cpu.icache.overallMshrMissLatency::cpu.inst  69414503500                       # number of overall MSHR miss ticks (Tick)
system.cpu.icache.overallMshrMissLatency::total  69414503500                       # number of overall MSHR miss ticks (Tick)
system.cpu.icache.demandMshrMissRate::cpu.inst     0.035814                       # mshr miss ratio for demand accesses (Ratio)
system.cpu.icache.demandMshrMissRate::total     0.035814                       # mshr miss ratio for demand accesses (Ratio)
system.cpu.icache.overallMshrMissRate::cpu.inst     0.035814                       # mshr miss ratio for overall accesses (Ratio)
system.cpu.icache.overallMshrMissRate::total     0.035814                       # mshr miss ratio for overall accesses (Ratio)
system.cpu.icache.demandAvgMshrMissLatency::cpu.inst 12116.074182                       # average overall mshr miss latency ((Tick/Count))
system.cpu.icache.demandAvgMshrMissLatency::total 12116.074182                       # average overall mshr miss latency ((Tick/Count))
system.cpu.icache.overallAvgMshrMissLatency::cpu.inst 12116.074182                       # average overall mshr miss latency ((Tick/Count))
system.cpu.icache.overallAvgMshrMissLatency::total 12116.074182                       # average overall mshr miss latency ((Tick/Count))
system.cpu.icache.replacements                5728438                       # number of replacements (Count)
system.cpu.icache.ReadReq.hits::cpu.inst    153708703                       # number of ReadReq hits (Count)
system.cpu.icache.ReadReq.hits::total       153708703                       # number of ReadReq hits (Count)
system.cpu.icache.ReadReq.misses::cpu.inst      6260698                       # number of ReadReq misses (Count)
system.cpu.icache.ReadReq.misses::total       6260698                       # number of ReadReq misses (Count)
system.cpu.icache.ReadReq.missLatency::cpu.inst  78752452999                       # number of ReadReq miss ticks (Tick)
system.cpu.icache.ReadReq.missLatency::total  78752452999                       # number of ReadReq miss ticks (Tick)
system.cpu.icache.ReadReq.accesses::cpu.inst    159969401                       # number of ReadReq accesses(hits+misses) (Count)
system.cpu.icache.ReadReq.accesses::total    159969401                       # number of ReadReq accesses(hits+misses) (Count)
system.cpu.icache.ReadReq.missRate::cpu.inst     0.039137                       # miss rate for ReadReq accesses (Ratio)
system.cpu.icache.ReadReq.missRate::total     0.039137                       # miss rate for ReadReq accesses (Ratio)
system.cpu.icache.ReadReq.avgMissLatency::cpu.inst 12578.861494                       # average ReadReq miss latency ((Tick/Count))
system.cpu.icache.ReadReq.avgMissLatency::total 12578.861494                       # average ReadReq miss latency ((Tick/Count))
system.cpu.icache.ReadReq.mshrHits::cpu.inst       531573                       # number of ReadReq MSHR hits (Count)
system.cpu.icache.ReadReq.mshrHits::total       531573                       # number of ReadReq MSHR hits (Count)
system.cpu.icache.ReadReq.mshrMisses::cpu.inst      5729125                       # number of ReadReq MSHR misses (Count)
system.cpu.icache.ReadReq.mshrMisses::total      5729125                       # number of ReadReq MSHR misses (Count)
system.cpu.icache.ReadReq.mshrMissLatency::cpu.inst  69414503500                       # number of ReadReq MSHR miss ticks (Tick)
system.cpu.icache.ReadReq.mshrMissLatency::total  69414503500                       # number of ReadReq MSHR miss ticks (Tick)
system.cpu.icache.ReadReq.mshrMissRate::cpu.inst     0.035814                       # mshr miss rate for ReadReq accesses (Ratio)
system.cpu.icache.ReadReq.mshrMissRate::total     0.035814                       # mshr miss rate for ReadReq accesses (Ratio)
system.cpu.icache.ReadReq.avgMshrMissLatency::cpu.inst 12116.074182                       # average ReadReq mshr miss latency ((Tick/Count))
system.cpu.icache.ReadReq.avgMshrMissLatency::total 12116.074182                       # average ReadReq mshr miss latency ((Tick/Count))
system.cpu.icache.power_state.pwrStateResidencyTicks::UNDEFINED 429692708500                       # Cumulative time (in ticks) in various power states (Tick)
system.cpu.icache.tags.tagsInUse           511.496887                       # Average ticks per tags in use ((Tick/Count))
system.cpu.icache.tags.totalRefs            159437828                       # Total number of references to valid blocks. (Count)
system.cpu.icache.tags.sampledRefs            5729125                       # Sample count of references to valid blocks. (Count)
system.cpu.icache.tags.avgRefs              27.829351                       # Average number of references to valid blocks. ((Count/Count))
system.cpu.icache.tags.warmupTick               87500                       # The tick when the warmup percentage was hit. (Tick)
system.cpu.icache.tags.occupancies::cpu.inst   511.496887                       # Average occupied blocks per tick, per requestor ((Count/Tick))
system.cpu.icache.tags.avgOccs::cpu.inst     0.999017                       # Average percentage of cache occupancy ((Ratio/Tick))
system.cpu.icache.tags.avgOccs::total        0.999017                       # Average percentage of cache occupancy ((Ratio/Tick))
system.cpu.icache.tags.occupanciesTaskId::1024          511                       # Occupied blocks per task id (Count)
system.cpu.icache.tags.ageTaskId_1024::1          106                       # Occupied blocks per task id, per block age (Count)
system.cpu.icache.tags.ageTaskId_1024::2           77                       # Occupied blocks per task id, per block age (Count)
system.cpu.icache.tags.ageTaskId_1024::3           56                       # Occupied blocks per task id, per block age (Count)
system.cpu.icache.tags.ageTaskId_1024::4          272                       # Occupied blocks per task id, per block age (Count)
system.cpu.icache.tags.ratioOccsTaskId::1024     0.998047                       # Ratio of occupied blocks and all blocks, per task id (Ratio)
system.cpu.icache.tags.tagAccesses         1285484333                       # Number of tag accesses (Count)
system.cpu.icache.tags.dataAccesses        1285484333                       # Number of data accesses (Count)
system.cpu.icache.tags.power_state.pwrStateResidencyTicks::UNDEFINED 429692708500                       # Cumulative time (in ticks) in various power states (Tick)
system.cpu.iew.idleCycles                           0                       # Number of cycles IEW is idle (Cycle)
system.cpu.iew.squashCycles                  17266183                       # Number of cycles IEW is squashing (Cycle)
system.cpu.iew.blockCycles                   39794882                       # Number of cycles IEW is blocking (Cycle)
system.cpu.iew.unblockCycles                   674442                       # Number of cycles IEW is unblocking (Cycle)
system.cpu.iew.dispatchedInsts             1238712571                       # Number of instructions dispatched to IQ (Count)
system.cpu.iew.dispSquashedInsts             20224268                       # Number of squashed instructions skipped by dispatch (Count)
system.cpu.iew.dispLoadInsts                331898643                       # Number of dispatched load instructions (Count)
system.cpu.iew.dispStoreInsts               140340551                       # Number of dispatched store instructions (Count)
system.cpu.iew.dispNonSpecInsts                 10006                       # Number of dispatched non-speculative instructions (Count)
system.cpu.iew.iqFullEvents                    232891                       # Number of times the IQ has become full, causing a stall (Count)
system.cpu.iew.lsqFullEvents                    49614                       # Number of times the LSQ has become full, causing a stall (Count)
system.cpu.iew.memOrderViolationEvents          21434                       # Number of memory order violations (Count)
system.cpu.iew.predictedTakenIncorrect       14869917                       # Number of branches that were predicted taken incorrectly (Count)
system.cpu.iew.predictedNotTakenIncorrect      3992123                       # Number of branches that were predicted not taken incorrectly (Count)
system.cpu.iew.branchMispredicts             18862040                       # Number of branch mispredicts detected at execute (Count)
system.cpu.iew.instsToCommit               1120180437                       # Cumulative count of insts sent to commit (Count)
system.cpu.iew.writebackCount              1116477676                       # Cumulative count of insts written-back (Count)
system.cpu.iew.producerInst                 550030169                       # Number of instructions producing a value (Count)
system.cpu.iew.consumerInst                 787187958                       # Number of instructions consuming a value (Count)
system.cpu.iew.wbRate                        1.299158                       # Insts written-back per cycle ((Count/Cycle))
system.cpu.iew.wbFanout                      0.698728                       # Average fanout of values written-back ((Count/Count))
system.cpu.itb_walker_cache.blockedCycles::no_mshrs            0                       # number of cycles access was blocked (Cycle)
system.cpu.itb_walker_cache.blockedCycles::no_targets            0                       # number of cycles access was blocked (Cycle)
system.cpu.itb_walker_cache.blockedCauses::no_mshrs            0                       # number of times access was blocked (Count)
system.cpu.itb_walker_cache.blockedCauses::no_targets            0                       # number of times access was blocked (Count)
system.cpu.itb_walker_cache.avgBlocked::no_mshrs          nan                       # average number of cycles each access was blocked ((Cycle/Count))
system.cpu.itb_walker_cache.avgBlocked::no_targets          nan                       # average number of cycles each access was blocked ((Cycle/Count))
system.cpu.itb_walker_cache.replacements            0                       # number of replacements (Count)
system.cpu.itb_walker_cache.power_state.pwrStateResidencyTicks::UNDEFINED 429692708500                       # Cumulative time (in ticks) in various power states (Tick)
system.cpu.itb_walker_cache.tags.tagsInUse            0                       # Average ticks per tags in use ((Tick/Count))
system.cpu.itb_walker_cache.tags.totalRefs            0                       # Total number of references to valid blocks. (Count)
system.cpu.itb_walker_cache.tags.sampledRefs            0                       # Sample count of references to valid blocks. (Count)
system.cpu.itb_walker_cache.tags.avgRefs          nan                       # Average number of references to valid blocks. ((Count/Count))
system.cpu.itb_walker_cache.tags.warmupTick            0                       # The tick when the warmup percentage was hit. (Tick)
system.cpu.itb_walker_cache.tags.tagAccesses            0                       # Number of tag accesses (Count)
system.cpu.itb_walker_cache.tags.dataAccesses            0                       # Number of data accesses (Count)
system.cpu.itb_walker_cache.tags.power_state.pwrStateResidencyTicks::UNDEFINED 429692708500                       # Cumulative time (in ticks) in various power states (Tick)
system.cpu.lsq0.forwLoads                    15728866                       # Number of loads that had data forwarded from stores (Count)
system.cpu.lsq0.squashedLoads                74663512                       # Number of loads squashed (Count)
system.cpu.lsq0.ignoredResponses               488240                       # Number of memory responses ignored because the instruction is squashed (Count)
system.cpu.lsq0.memOrderViolation               21434                       # Number of memory ordering violations (Count)
system.cpu.lsq0.squashedStores               17146291                       # Number of stores squashed (Count)
system.cpu.lsq0.rescheduledLoads                   88                       # Number of loads that were rescheduled (Count)
system.cpu.lsq0.blockedByCache                1968822                       # Number of times an access to memory failed due to the cache being blocked (Count)
system.cpu.lsq0.loadToUse::samples          257235120                       # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::mean              5.491551                       # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::stdev            27.753292                       # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::0-9              251004848     97.58%     97.58% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::10-19               831636      0.32%     97.90% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::20-29              2309531      0.90%     98.80% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::30-39               350774      0.14%     98.94% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::40-49               224786      0.09%     99.02% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::50-59               251939      0.10%     99.12% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::60-69                82212      0.03%     99.15% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::70-79               173231      0.07%     99.22% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::80-89                86122      0.03%     99.25% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::90-99                85456      0.03%     99.29% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::100-109             126058      0.05%     99.34% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::110-119             111089      0.04%     99.38% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::120-129             155738      0.06%     99.44% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::130-139             141704      0.06%     99.49% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::140-149             149321      0.06%     99.55% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::150-159              88551      0.03%     99.59% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::160-169              56820      0.02%     99.61% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::170-179             144975      0.06%     99.67% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::180-189              97092      0.04%     99.70% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::190-199              54739      0.02%     99.72% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::200-209              87311      0.03%     99.76% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::210-219              47426      0.02%     99.78% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::220-229              44300      0.02%     99.79% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::230-239              25275      0.01%     99.80% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::240-249              22085      0.01%     99.81% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::250-259              24013      0.01%     99.82% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::260-269              17489      0.01%     99.83% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::270-279              19681      0.01%     99.84% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::280-289              15007      0.01%     99.84% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::290-299              15281      0.01%     99.85% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::overflows           390630      0.15%    100.00% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::min_value                2                       # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::max_value             2222                       # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::total            257235120                       # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.mmu.dtb.readHits                         0                       # read hits (Count)
system.cpu.mmu.dtb.readMisses                       0                       # read misses (Count)
system.cpu.mmu.dtb.readAccesses                     0                       # read accesses (Count)
system.cpu.mmu.dtb.writeHits                        0                       # write hits (Count)
system.cpu.mmu.dtb.writeMisses                      0                       # write misses (Count)
system.cpu.mmu.dtb.writeAccesses                    0                       # write accesses (Count)
system.cpu.mmu.dtb.hits                             0                       # Total TLB (read and write) hits (Count)
system.cpu.mmu.dtb.misses                           0                       # Total TLB (read and write) misses (Count)
system.cpu.mmu.dtb.accesses                         0                       # Total TLB (read and write) accesses (Count)
system.cpu.mmu.dtb.walker.num_4kb_walks             0                       # Completed page walks with 4KB pages (Count)
system.cpu.mmu.dtb.walker.num_2mb_walks             0                       # Completed page walks with 2MB pages (Count)
system.cpu.mmu.dtb.walker.power_state.pwrStateResidencyTicks::UNDEFINED 429692708500                       # Cumulative time (in ticks) in various power states (Tick)
system.cpu.mmu.itb.readHits                         0                       # read hits (Count)
system.cpu.mmu.itb.readMisses                       0                       # read misses (Count)
system.cpu.mmu.itb.readAccesses                     0                       # read accesses (Count)
system.cpu.mmu.itb.writeHits                        0                       # write hits (Count)
system.cpu.mmu.itb.writeMisses                      0                       # write misses (Count)
system.cpu.mmu.itb.writeAccesses                    0                       # write accesses (Count)
system.cpu.mmu.itb.hits                             0                       # Total TLB (read and write) hits (Count)
system.cpu.mmu.itb.misses                           0                       # Total TLB (read and write) misses (Count)
system.cpu.mmu.itb.accesses                         0                       # Total TLB (read and write) accesses (Count)
system.cpu.mmu.itb.walker.num_4kb_walks             0                       # Completed page walks with 4KB pages (Count)
system.cpu.mmu.itb.walker.num_2mb_walks             0                       # Completed page walks with 2MB pages (Count)
system.cpu.mmu.itb.walker.power_state.pwrStateResidencyTicks::UNDEFINED 429692708500                       # Cumulative time (in ticks) in various power states (Tick)
system.cpu.power_state.pwrStateResidencyTicks::ON 429692708500                       # Cumulative time (in ticks) in various power states (Tick)
system.cpu.rename.squashCycles               17266183                       # Number of cycles rename is squashing (Cycle)
system.cpu.rename.idleCycles                333310364                       # Number of cycles rename is idle (Cycle)
system.cpu.rename.blockCycles                57761446                       # Number of cycles rename is blocking (Cycle)
system.cpu.rename.serializeStallCycles         233385                       # count of cycles rename stalled for serializing inst (Cycle)
system.cpu.rename.runCycles                 400724055                       # Number of cycles rename is running (Cycle)
system.cpu.rename.unblockCycles              39614096                       # Number of cycles rename is unblocking (Cycle)
system.cpu.rename.renamedInsts             1314741172                       # Number of instructions processed by rename (Count)
system.cpu.rename.ROBFullEvents                 24587                       # Number of times rename has blocked due to ROB full (Count)
system.cpu.rename.IQFullEvents               33846858                       # Number of times rename has blocked due to IQ full (Count)
system.cpu.rename.SQFullEvents                 421380                       # Number of times rename has blocked due to SQ full (Count)
system.cpu.rename.fullRegistersEvents          979462                       # Number of times there has been no free registers (Count)
system.cpu.rename.renamedOperands           925012530                       # Number of destination operands rename has renamed (Count)
system.cpu.rename.lookups                  1618555600                       # Number of register rename lookups that rename has made (Count)
system.cpu.rename.intLookups               1573443260                       # Number of integer rename lookups (Count)
system.cpu.rename.fpLookups                       233                       # Number of floating rename lookups (Count)
system.cpu.rename.committedMaps             702515168                       # Number of HB maps that are committed (Count)
system.cpu.rename.undoneMaps                222497296                       # Number of HB maps that are undone due to squashing (Count)
system.cpu.rename.serializing                    2033                       # count of serializing insts renamed (Count)
system.cpu.rename.tempSerializing                2177                       # count of temporary serializing insts renamed (Count)
system.cpu.rename.skidInsts                  57098800                       # count of insts added to the skid buffer (Count)
system.cpu.rob.reads                       2006748414                       # The number of ROB reads (Count)
system.cpu.rob.writes                      2517379937                       # The number of ROB writes (Count)
system.cpu.thread_0.numInsts               1000000000                       # Number of Instructions committed (Count)
system.cpu.thread_0.numOps                 1000003172                       # Number of Ops committed (Count)
system.cpu.thread_0.numMemRefs                      0                       # Number of Memory References (Count)
system.cpu.workload.numSyscalls                   310                       # Number of system calls (Count)
system.cpu_clk_domain.clock                       500                       # Clock period in ticks (Tick)
system.cpu_voltage_domain.voltage                   1                       # Voltage in Volts (Volt)
system.l2.demandHits::cpu.inst                5722313                       # number of demand (read+write) hits (Count)
system.l2.demandHits::cpu.data                2946232                       # number of demand (read+write) hits (Count)
system.l2.demandHits::total                   8668545                       # number of demand (read+write) hits (Count)
system.l2.overallHits::cpu.inst               5722313                       # number of overall hits (Count)
system.l2.overallHits::cpu.data               2946232                       # number of overall hits (Count)
system.l2.overallHits::total                  8668545                       # number of overall hits (Count)
system.l2.demandMisses::cpu.inst                 6600                       # number of demand (read+write) misses (Count)
system.l2.demandMisses::cpu.data               895165                       # number of demand (read+write) misses (Count)
system.l2.demandMisses::total                  901765                       # number of demand (read+write) misses (Count)
system.l2.overallMisses::cpu.inst                6600                       # number of overall misses (Count)
system.l2.overallMisses::cpu.data              895165                       # number of overall misses (Count)
system.l2.overallMisses::total                 901765                       # number of overall misses (Count)
system.l2.demandMissLatency::cpu.inst       543345500                       # number of demand (read+write) miss ticks (Tick)
system.l2.demandMissLatency::cpu.data     83171123500                       # number of demand (read+write) miss ticks (Tick)
system.l2.demandMissLatency::total        83714469000                       # number of demand (read+write) miss ticks (Tick)
system.l2.overallMissLatency::cpu.inst      543345500                       # number of overall miss ticks (Tick)
system.l2.overallMissLatency::cpu.data    83171123500                       # number of overall miss ticks (Tick)
system.l2.overallMissLatency::total       83714469000                       # number of overall miss ticks (Tick)
system.l2.demandAccesses::cpu.inst            5728913                       # number of demand (read+write) accesses (Count)
system.l2.demandAccesses::cpu.data            3841397                       # number of demand (read+write) accesses (Count)
system.l2.demandAccesses::total               9570310                       # number of demand (read+write) accesses (Count)
system.l2.overallAccesses::cpu.inst           5728913                       # number of overall (read+write) accesses (Count)
system.l2.overallAccesses::cpu.data           3841397                       # number of overall (read+write) accesses (Count)
system.l2.overallAccesses::total              9570310                       # number of overall (read+write) accesses (Count)
system.l2.demandMissRate::cpu.inst           0.001152                       # miss rate for demand accesses (Ratio)
system.l2.demandMissRate::cpu.data           0.233031                       # miss rate for demand accesses (Ratio)
system.l2.demandMissRate::total              0.094225                       # miss rate for demand accesses (Ratio)
system.l2.overallMissRate::cpu.inst          0.001152                       # miss rate for overall accesses (Ratio)
system.l2.overallMissRate::cpu.data          0.233031                       # miss rate for overall accesses (Ratio)
system.l2.overallMissRate::total             0.094225                       # miss rate for overall accesses (Ratio)
system.l2.demandAvgMissLatency::cpu.inst 82325.075758                       # average overall miss latency in ticks ((Tick/Count))
system.l2.demandAvgMissLatency::cpu.data 92911.500673                       # average overall miss latency in ticks ((Tick/Count))
system.l2.demandAvgMissLatency::total    92834.018841                       # average overall miss latency in ticks ((Tick/Count))
system.l2.overallAvgMissLatency::cpu.inst 82325.075758                       # average overall miss latency ((Tick/Count))
system.l2.overallAvgMissLatency::cpu.data 92911.500673                       # average overall miss latency ((Tick/Count))
system.l2.overallAvgMissLatency::total   92834.018841                       # average overall miss latency ((Tick/Count))
